Facility Id;FRS Id;Facility Name;City;State;Zip Code;Address;County;Latitude;Longitude;Primary NAICS Code;Industry Type (subparts);Industry Type (sectors);Total reported direct emissions;CO2 emissions (non-biogenic) ;Methane (CH4) emissions ;Nitrous Oxide (N2O) emissions ;Biogenic CO2 emissions (metric tons);Stationary Combustion;Electricity Generation;Glass Production;Municipal Landfills;Industrial Wastewater Treatment
1002221;110000356953;OWENS CORNING INSULATING SYSTEMS, LLC - FAIRBURN;FAIRBURN;GA;30213;7000 MCLARIN ROAD;FULTON;33.54;-84.62;327993;C,N;Minerals;26588.1;26,560.70;12.50;14.90;;26,588.10;;0.00;;
1002180;110000358041;OWENS-BROCKWAY GLASS CONTAINER INC PLANT #10;ATLANTA;GA;30354;3107 SYLVAN ROAD;FULTON COUNTY;33.67;-84.42;327213;C,N;Minerals;76597.58;76,537.30;27.50;32.78;;58,314.28;;18,283.30;;
1003280;110056957084;PACKAGING CORP. OF AMERICA;VALDOSTA;GA;31601;5495 LAKE PARK-CLYATTVILLE ROAD;LOWNDES COUNTY;30.69;-83.30;322130;AA,C,TT;Pulp and Paper,Waste;87483.706;73,952.60;8,615.00;4,916.11;1,008,884.00;40,369.36;;;;
1004340;110000516120;PCS NITROGEN FERTILIZER, L.P.;AUGUSTA;GA;30903;1460 Columbia Nitrogen Road;RICHMOND COUNTY;33.44;-81.93;325311;C,G,PP,V;Chemicals,Suppliers of CO2;1785426.264;1,210,745.70;161.00;574,519.56;;337,718.51;;;;
1006328;110001419180;PINE BLUFF LANDFILL;BALL GROUND;GA;30107;13809 E. CHEROKEE DR.;CHEROKEE;34.28;-84.38;562212;C,HH;Waste;84318.5;93.00;84,225.50;;;93.00;;;84,225.50;
1002478;110031493257;PINE RIDGE LANDFIL;GRIFFIN;GA;30223;105 BAILEY JESTER RD;SPALDING;33.24;-84.12;562212;HH;Waste;141585.75;;141,585.75;;;;;;141,585.75;
1006377;110007356725;PRATT INDUSTRIES MILL DIV CONYERS;CONYERS;GA;30013;1800 SARASOTA PKWY;ROCKDALE COUNTY;33.66;-83.99;322130;C;Pulp and Paper;29688.098;24,962.90;687.00;4,038.20;191,671.30;29,688.10;;;;
1002036;110002102304;PROCTER & GAMBLE;ALBANY;GA;31705;512 LIBERTY EXPRESSWAY SOUTHEAST;DOUGHERTY COUNTY;31.55;-84.11;322291;C;Pulp and Paper;140759.584;140,599.30;68.50;91.78;1,129.50;140,759.58;;;;
1007798;110001360394;R & B LANDFILL;HOMER;GA;30547;705 FRANK BENNETT RD;BANKS COUNTY;34.35;-83.43;562212;C,HH;Waste;69154.4;188.40;68,966.00;;;188.40;;;68,966.00;
1001807;110017412968;RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL;JESUP;GA;31545;4470 SAVANNAH HIGHWAY;WAYNE COUNTY;31.66;-81.84;322110;AA,C;Pulp and Paper;201286.784;195,151.60;1,409.50;4,725.68;1,897,673.10;109,330.17;;;;
1004487;110013947435;RICHLAND CREEK ROAD LANDFILL;BUFORD;GA;30518;5691 SOUTH RICHLAND CREEK ROAD;GWINNETT;34.13;-84.04;562212;HH;Waste;96345;;96,345.00;;;;;;96,345.00;
1001882;110041186873;SAVANNAH SUGAR REFINERY;PORT WENTWORTH;GA;31407;201 OXNARD DRIVE;CHATHAM COUNTY;32.14;-81.15;311312;C;Other;136447.922;136,086.20;141.50;220.22;;136,447.92;;;;
1005314;110001360312;SAVANNAH-DEAN FOREST ROAD LANDFILL;SAVANNAH;GA;31405;1327 DEAN FOREST RD;CHATHAM COUNTY;32.06;-81.21;924110;HH;Waste;137414.25;;137,414.25;;;;;;137,414.25;
1005638;110001752620;SEMINOLE ROAD MSW LANDFILL;ELLENWOOD;GA;30294;4203 CLEVEMONT ROAD;DEKALB COUNTY;33.66;-84.26;562212;C,HH;Waste;316090.246;186.40;315,903.25;0.60;;187.00;;;315,903.25;
1005580;110041083083;SHAW INDUSTRIES GROUP INC PLANT 4;DALTON;GA;30720;2225 SOUTH HAMILTON STREET EXTENSION;WHITFIELD COUNTY;34.72;-84.97;314110;C;Other;36832.412;36,794.60;17.25;20.56;;36,832.41;;;;
1003157;110027375775;SNF Holding Company;RICEBORO;GA;31323;One CHEMICAL PLANT RD;LIBERTY COUNTY;31.74;-81.44;325998;C;Chemicals;63780.76;63,715.00;30.00;35.76;;63,780.76;;;;
1009206;110009355704;SNG Station 5267 Ellerslie, GA;Ellerslie;GA;31807;11480 Warm Springs Rd;HARRIS;32.61;-84.82;486210;C,W-NGTC;Petroleum and Natural Gas Systems;29527.72;7,788.00;21,735.25;4.47;;7,771.12;;;;
1008250;110006159067;SNG Station 5272 Thomaston, GA;Thomaston;GA;30286;5276 Highway 19 South;UPSON COUNTY;32.79;-84.25;486210;C,W-NGTC;Petroleum and Natural Gas Systems;42219.184;30,870.40;11,331.50;17.28;;30,889.08;;;;
1001926;110043812470;SNG Station 5277 Ocmulgee, GA;MACON;GA;31210;5675 ARKWRIGHT RD.;BIBB COUNTY;32.94;-83.71;486210;C,W-NGTC;Petroleum and Natural Gas Systems;29518.374;20,026.30;9,480.75;11.32;;20,036.12;;;;
1008226;110001419171;SNG Station 5283 Hall Gate, GA;Milledgeville;GA;31061;180 JM Walker Rd, NE;BALDWIN;33.06;-83.05;486210;C,W-NGTC;Petroleum and Natural Gas Systems;10806.578;5,787.30;5,016.00;3.28;;5,787.53;;;;
1009889;110055518257;SNG Station 5288 Wrens, GA;Wrens;GA;30833;Highway 17 North;JEFFERSON COUNTY;33.18;-82.37;486210;C,W-NGTC;Petroleum and Natural Gas Systems;18801.258;11,220.00;7,575.00;6.26;;11,222.71;;;;
1001748;110000359763;SOLVAY SPECIALTY POLYMERS USA, LLC;AUGUSTA;GA;30906;3702 CLANTON ROAD;RICHMOND COUNTY;33.37;-82.01;325211;C;Other;40787.294;40,744.80;19.25;23.24;;40,787.29;;;;
1003338;110000356329;SOUTHWIRE COMPANY;CARROLLTON;GA;30119;1 SOUTHWIRE DRIVE;CARROLL COUNTY;33.56;-85.07;335929;C;Other;33312.534;33,270.30;17.50;24.73;;33,312.53;;;;
1000240;110000359950;SP Fiber Technologies Southeast, LLC;DUBLIN;GA;31027;709 PAPERMILL ROAD;LAURENS COUNTY;32.50;-82.84;322121;C,TT;Pulp and Paper,Waste;328238.484;288,751.80;34,574.75;4,911.93;220,767.10;295,622.48;;;;
1003569;110009358872;SUPERIOR LANDFILL & RECYCLING CENTER;SAVANNAH;GA;31419;3001 LITTLE NECK ROAD;CHATHAM COUNTY;32.03;-81.28;562212;C,HH;Waste;54136.23;6.90;54,029.50;99.83;27,667.30;149.23;;;53,987.00;
1001051;110007356066;Scherer;JULIETTE;GA;31046;10986 HIGHWAY 87;Monroe;33.06;-83.81;221112;C,D;Power Plants;15366208.16;15,245,856.00;44,021.25;76,330.91;;0.00;15,366,208.16;;;
1001151;110013727618;Sewell Creek Energy;Cedartown;GA;30125;1031 Sewell Creek Road;Polk;33.95;-85.28;221112;C,D;Power Plants;221507.228;221,282.00;102.75;122.48;;1,199.30;220,307.93;;;
1012646;110070024360;Shaw Industries Group, Inc., Plant 80;Dalton;GA;30720;2230 South Hamilton Street Ext;WHITFIELD COUNTY;34.72;-84.97;314110;C;Other;65339.038;65,143.90;59.25;135.89;;65,339.04;;;;
1001156;110001427215;Smarr Energy Facility;FORSYTH;GA;31029;1077 RUMBLE RD;Monroe;32.99;-83.85;221112;C,D;Power Plants;88254.272;88,164.40;41.00;48.87;;471.25;87,783.02;;;
1007293;110001360474;Sowega Power Project;BACONTON;GA;31716;2237 HATCHER HILL RD;Mitchell;31.39;-84.08;221112;D;Power Plants;23197.564;23,174.00;10.75;12.81;;;23,197.56;;;
1007888;110013701084;Swift Creek Environmental Landfill;Macon;GA;31211;4200 Davis Road;BIBB;32.82;-83.51;562212;HH;Waste;13592.75;;13,592.75;;;;;;13,592.75;
1004393;110007487059;Symrise;BRUNSWICK;GA;31523;209 SCM ROAD;GLYNN;31.11;-81.55;325199;C;Chemicals;22085.906;21,923.30;51.75;110.86;41,327.00;22,085.91;;;;
1007678;110040922213;THIELE KAOLIN COMPANY REEDY CREEK PLANT;WRENS;GA;30833;1735 Thiele Road;GLASCOCK COUNTY;33.27;-82.45;212324;C;Other;48531.768;48,481.90;22.75;27.12;;48,531.77;;;;
1002045;110007087295;THIELE KAOLIN SANDERSVILLE;SANDERSVILLE;GA;31082;520 KAOLIN RD;WASHINGTON;32.97;-82.82;212324;C;Other;92872.598;92,776.40;43.75;52.45;;92,872.60;;;;
1007004;110009356758;TRANSCO STATION 120;STOCKBRIDGE;GA;30281;683 VALLEY HILL ROAD;HENRY COUNTY;33.57;-84.25;486210;C,W-NGTC;Petroleum and Natural Gas Systems;95424.81;76,745.10;18,636.50;43.21;;76,802.86;;;;
1009154;110005714067;TRANSCO STATION 125;Monroe;GA;30656;1001 James Huff Road;WALTON;33.83;-83.69;486210;C,W-NGTC;Petroleum and Natural Gas Systems;6607.086;3,613.00;2,992.00;2.09;;3,613.34;;;;
1008043;110005675439;TRANSCO STATION 130;COMER;GA;30629;117 WINNS LAKE ROAD;MADISON;34.10;-83.08;486210;C,W-NGTC;Petroleum and Natural Gas Systems;50451.04;42,453.70;7,973.50;23.84;;42,488.14;;;;
1005807;110012174565;Talbot Energy Facility;BOX SPRINGS;GA;31801;9125 CARTLEDGE RD;Talbot;32.59;-84.69;221112;C,D;Power Plants;205897.786;205,688.70;95.25;113.84;;981.55;204,916.24;;;
1001302;110010039494;Tenaska Georgia Generating Station;FRANKLIN;GA;30217;2100 GEORGIA BROWN ROAD;Heard;33.35;-85.00;221112;C,D;Power Plants;53581.93;53,523.40;25.75;32.78;;92.60;53,489.33;;;
1000801;110002374216;Thomas A. Smith Energy Facility;DALTON;GA;30721;925 LOOPERS BRIDGE ROAD;Murray;34.71;-84.92;221112;C,D;Power Plants;2552087.792;2,549,496.30;1,182.25;1,409.24;;272.10;2,551,815.69;;;
1010392;110040483884;Turkey Run Landfill;Hogansville;GA;30230;7144 Lone Oak Road;MERIWETHER COUNTY;33.16;-84.85;562212;HH;Waste;71529.5;;71,529.50;;;;;;71,529.50;
1003440;110043787845;U S ARMY FORT BENNING MANEUVER CENTER OF EXCELLENCE;FORT BENNING;GA;31905;6650 MELOY HALL BLDG. 6;MUSCOGEE;32.37;-84.88;928110;C,HH;Waste;54100.162;20,069.80;34,017.25;13.11;;20,092.91;;;34,007.25;
1002775;110000355883;U.S. AIR FORCE PLANT 6 LOCKHEED MARTIN AERONAUTICS CO;MARIETTA;GA;30063;86 SOUTH COBB DRIVE ZONE 0446;COBB COUNTY;33.90;-84.51;336411;C;Other;40646.548;40,604.90;19.00;22.65;;40,646.55;;;;
1002876;110000700055;U.S. AIR FORCE ROBINS AFB GA;ROBINS AFB;GA;31098;775 MACON STREET, BUILDING 1555;HOUSTON COUNTY;32.62;-83.58;928110;C;Other;48389.556;48,337.40;23.25;28.91;;48,389.56;;;;
1006780;110008457883;UNIVERSITY OF GEORGIA;ATHENS;GA;30602;;CLARKE COUNTY;33.96;-83.38;923110;C;Other;50428.658;50,376.30;23.75;28.61;;50,428.66;;;;
1007124;110007357118;W I TAYLOR COUNTY LANDFILL LLC;MAUK;GA;31058;COUNTY ROAD 33;TAYLOR COUNTY;32.45;-84.39;562212;C,HH;Waste;393013.5;0.00;393,013.50;;;0.00;;;393,013.50;
1006025;110001388828;WALKER MOUNTAIN LANDFILL-ROME-FLOYD SW COMMISSION;ROME;GA;30161;433 Walker Mt. Road;FLOYD COUNTY;34.19;-85.22;562212;HH;Waste;93019.75;;93,019.75;;;;;;93,019.75;
1001328;110015969139;Walton County Power, LLC;MONROE;GA;30656;920 BIRCH ST;Walton;33.81;-83.70;221112;C,D;Power Plants;136842.592;136,703.40;63.50;75.69;;201.40;136,641.19;;;
1001015;110046233919;Wansley (6052);FRANKLIN;GA;30170;3461 HOLLINGSWORTH FERRY ROAD;Heard;33.41;-85.03;221112;C,D;Power Plants;3833298.694;3,802,691.60;11,191.50;19,415.59;;5,198.17;3,828,100.53;;;
1007100;110050259498;Wansley (7946);FRANKLIN;GA;30217;3461 HOLLINGSWORTH FERRY RD;Heard;33.41;-85.04;221112;D;Power Plants;1028754.088;1,027,709.60;476.50;567.99;;;1,028,754.09;;;
1010612;110050259474;Wansley CC;Franklin;GA;30170;3461 Hollingsworth Ferry Rd;HEARD COUNTY;33.41;-85.04;221112;D;Power Plants;3252580.396;3,249,277.60;1,506.75;1,796.05;;;3,252,580.40;;;
1000791;110007390796;Washington County Power, LLC;SANDERSVILLE;GA;31082;1177 COUNTY LINE ROAD;Washington;33.09;-82.98;221112;C,D;Power Plants;68557.896;68,488.30;31.75;37.85;;465.20;68,092.70;;;
1003711;110043686133;Wolf Creek Landfill, LLC;Dry branch;GA;31020;911 Landfill Road;TWIGGS COUNTY;32.77;-83.44;562212;C,HH;Waste;220718.404;;220,681.75;36.65;10,190.40;52.40;;;220,666.00;
1001511;110000357319;Yates;NEWNAN;GA;30264;708 DYER ROAD;Coweta;33.46;-84.90;221112;D;Power Plants;315255.332;314,935.30;146.00;174.03;;;315,255.33;;;

